state,district,month,risk_score,age_verification_decision,disaster_alert,kendra_action
Madhya Pradesh,sagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,satna,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,satna,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,satna,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,satna,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,satna,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,satna,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sehore,7,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Madhya Pradesh,sehore,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sehore,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sehore,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sehore,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,seoni,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,seoni,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,seoni,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,seoni,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shahdol,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shahdol,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shahdol,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shahdol,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shajapur,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shajapur,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shajapur,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shajapur,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sheopur,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sheopur,6,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Madhya Pradesh,sheopur,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sheopur,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sheopur,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sheopur,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sheopur,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shivpuri,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shivpuri,6,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Madhya Pradesh,shivpuri,7,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Madhya Pradesh,shivpuri,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shivpuri,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shivpuri,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,shivpuri,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sidhi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sidhi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sidhi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,sidhi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,singrauli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,singrauli,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,singrauli,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,singrauli,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,tikamgarh,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,tikamgarh,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,tikamgarh,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,tikamgarh,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,ujjain,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,ujjain,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,ujjain,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,ujjain,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,umaria,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,umaria,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,umaria,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,umaria,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,vidisha,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,vidisha,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,vidisha,7,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Madhya Pradesh,vidisha,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,vidisha,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,vidisha,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Madhya Pradesh,vidisha,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ahmadnagar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ahmadnagar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ahmadnagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ahmadnagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ahmadnagar,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,ahmadnagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,akola,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,akola,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,akola,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,akola,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,akola,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,amravati,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,amravati,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,amravati,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,amravati,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,amravati,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,amravati,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,aurangabad,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,aurangabad,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,aurangabad,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,aurangabad,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,aurangabad,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,aurangabad,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,aurangabad,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,beed,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,beed,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,beed,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,beed,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,beed,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,beed,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,beed,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,beed,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,bhandara,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,bhandara,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,bhandara,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,bhandara,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,buldhana,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,buldhana,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,buldhana,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,buldhana,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,buldhana,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,buldhana,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,chandrapur,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,chandrapur,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,chandrapur,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,chandrapur,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,chandrapur,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,chandrapur,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,chandrapur,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,dhule,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,dhule,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,dhule,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,dhule,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,dhule,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,dhule,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,dhule,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,gadchiroli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,gadchiroli,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,gadchiroli,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,gadchiroli,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,gondiya,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,gondiya,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,gondiya,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,gondiya,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,hingoli,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,hingoli,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,hingoli,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,hingoli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,hingoli,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,hingoli,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,hingoli,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalgaon,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalgaon,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalgaon,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalgaon,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalgaon,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalgaon,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,jalgaon,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalna,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalna,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalna,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,jalna,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,kolhapur,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,kolhapur,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,kolhapur,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,kolhapur,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,latur,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,latur,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,latur,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,latur,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,latur,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,latur,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,latur,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai city,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai city,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai city,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai city,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai city,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,mumbai suburban,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai suburban,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai suburban,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai suburban,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai suburban,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai suburban,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,mumbai suburban,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,nagpur,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nagpur,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nagpur,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nagpur,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nagpur,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nagpur,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,nagpur,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nanded,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nanded,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nanded,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nanded,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nanded,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nanded,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nanded,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,nanded,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nandurbar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nandurbar,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nandurbar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nandurbar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nandurbar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nandurbar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nandurbar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nashik,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nashik,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nashik,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nashik,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,nashik,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,nashik,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,osmanabad,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,osmanabad,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,osmanabad,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,osmanabad,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,osmanabad,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,palghar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,palghar,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,palghar,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,palghar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,palghar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,palghar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,palghar,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,palghar,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,parbhani,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,parbhani,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,parbhani,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,parbhani,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,parbhani,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,parbhani,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,parbhani,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,pune,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,pune,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,pune,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,pune,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,pune,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,pune,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,pune,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,pune,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,raigad,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,raigad,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Maharashtra,raigad,11,,AGE_NOT_VERIFIED,WATCH,NORMAL_OPERATIONS
Maharashtra,raigad,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,raigarh,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,raigarh,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,raigarh,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,raigarh,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,raigarh,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,raigarh,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ratnagiri,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ratnagiri,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ratnagiri,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,ratnagiri,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,sangli,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,sangli,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,sangli,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,sangli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,sangli,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,sangli,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Maharashtra,sangli,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,satara,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,satara,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,satara,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,satara,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,satara,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,satara,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Maharashtra,satara,11,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
