state,district,month,risk_score,age_verification_decision,disaster_alert,kendra_action
Delhi,new delhi,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Delhi,north delhi,7,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Delhi,north delhi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north delhi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north delhi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north delhi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north east delhi,4,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Delhi,north east delhi,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north east delhi,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north east delhi,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north east delhi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north east delhi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north east delhi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north east delhi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,4,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Delhi,north west delhi,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,north west delhi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south delhi,4,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Delhi,south delhi,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south delhi,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south delhi,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south delhi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south delhi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south delhi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south delhi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south west delhi,4,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Delhi,south west delhi,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south west delhi,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south west delhi,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south west delhi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south west delhi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south west delhi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,south west delhi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,4,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Delhi,west delhi,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Delhi,west delhi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,north goa,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,north goa,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,north goa,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,north goa,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,north goa,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,south goa,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,south goa,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,south goa,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Goa,south goa,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,ahmedabad,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,amreli,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,amreli,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,amreli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,amreli,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,amreli,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,amreli,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,anand,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,arvalli,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,arvalli,7,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,arvalli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,arvalli,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,arvalli,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,arvalli,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,banaskantha,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,bharuch,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bharuch,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bharuch,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bharuch,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bharuch,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bharuch,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,bhavnagar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bhavnagar,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bhavnagar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bhavnagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bhavnagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bhavnagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,bhavnagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,botad,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,botad,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,botad,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,botad,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,botad,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,botad,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,botad,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,chhotaudepur,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,chhotaudepur,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,chhotaudepur,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,chhotaudepur,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,chhotaudepur,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,chhotaudepur,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,chhotaudepur,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dadra and nagar haveli,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dadra and nagar haveli,10,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Gujarat,dadra and nagar haveli,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dadra and nagar haveli,12,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,dahod,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,daman,9,,AGE_NOT_VERIFIED,NORMAL,NORMAL_OPERATIONS
Gujarat,devbhumi dwarka,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,devbhumi dwarka,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,devbhumi dwarka,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,devbhumi dwarka,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,devbhumi dwarka,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,devbhumi dwarka,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,devbhumi dwarka,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,gandhinagar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gandhinagar,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gandhinagar,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gandhinagar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gandhinagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gandhinagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gandhinagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gandhinagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gir somnath,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gir somnath,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gir somnath,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gir somnath,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gir somnath,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gir somnath,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,gir somnath,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,jamnagar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,jamnagar,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,jamnagar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,jamnagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,jamnagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,jamnagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,jamnagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,junagadh,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,junagadh,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,junagadh,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,junagadh,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,junagadh,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,kachchh,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kachchh,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kheda,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kheda,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kheda,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kheda,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kheda,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kheda,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,kheda,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahesana,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahesana,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahesana,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahesana,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahesana,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahesana,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahesana,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahisagar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahisagar,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahisagar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahisagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahisagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahisagar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,mahisagar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,morbi,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,narmada,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,narmada,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,narmada,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,narmada,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,navsari,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,navsari,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,navsari,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,navsari,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,navsari,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,navsari,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,navsari,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,panchmahals,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,panchmahals,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,panchmahals,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,panchmahals,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,panchmahals,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,panchmahals,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,panchmahals,12,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,patan,3,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,patan,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,patan,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,patan,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,patan,7,,AGE_VERIFIED_18_PLUS,WATCH,NORMAL_OPERATIONS
Gujarat,patan,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,patan,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,patan,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,patan,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,porbandar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,porbandar,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,porbandar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,porbandar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,porbandar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,porbandar,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,porbandar,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,rajkot,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,rajkot,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,rajkot,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,rajkot,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,rajkot,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,rajkot,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,rajkot,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,sabarkantha,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,sabarkantha,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,sabarkantha,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,sabarkantha,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,sabarkantha,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,sabarkantha,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,sabarkantha,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surat,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surat,5,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surat,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surat,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surat,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surat,11,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surat,12,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surendra nagar,4,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surendra nagar,6,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surendra nagar,7,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surendra nagar,9,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
Gujarat,surendra nagar,10,,AGE_VERIFIED_18_PLUS,NORMAL,NORMAL_OPERATIONS
